id,FOODS_3_090_TX_1_evaluation,event_name_1,wday,FOODS_3_318_TX_1_evaluation,event_name_1,wday,FOODS_3_586_TX_1_evaluation,event_name_1,wday,FOODS_3_090_TX_2_evaluation,event_name_1,wday,FOODS_3_252_TX_2_evaluation,event_name_1,wday,FOODS_3_318_TX_2_evaluation,event_name_1,wday,FOODS_3_555_TX_2_evaluation,event_name_1,wday,FOODS_3_586_TX_2_evaluation,event_name_1,wday,FOODS_3_587_TX_2_evaluation,event_name_1,wday,FOODS_2_360_TX_3_evaluation,event_name_1,wday,FOODS_3_090_TX_3_evaluation,event_name_1,wday,FOODS_3_252_TX_3_evaluation,event_name_1,wday,FOODS_3_318_TX_3_evaluation,event_name_1,wday,FOODS_3_555_TX_3_evaluation,event_name_1,wday,FOODS_3_586_TX_3_evaluation,event_name_1,wday,FOODS_3_587_TX_3_evaluation,event_name_1,wday
d_1049,0,No event,6,14,No event,6,46,No event,6,0,No event,6,44,No event,6,27,No event,6,39,No event,6,115,No event,6,44,No event,6,26,No event,6,0,No event,6,19,No event,6,59,No event,6,19,No event,6,31,No event,6,0,No event,6
d_1050,0,No event,7,9,No event,7,41,No event,7,0,No event,7,52,No event,7,25,No event,7,61,No event,7,124,No event,7,41,No event,7,27,No event,7,0,No event,7,23,No event,7,55,No event,7,27,No event,7,49,No event,7,0,No event,7
d_1051,0,No event,1,19,No event,1,45,No event,1,0,No event,1,45,No event,1,31,No event,1,67,No event,1,164,No event,1,44,No event,1,25,No event,1,0,No event,1,24,No event,1,52,No event,1,32,No event,1,28,No event,1,0,No event,1
d_1052,0,No event,2,1,No event,2,64,No event,2,0,No event,2,37,No event,2,1,No event,2,92,No event,2,143,No event,2,46,No event,2,18,No event,2,0,No event,2,27,No event,2,0,No event,2,28,No event,2,60,No event,2,0,No event,2
d_1053,0,No event,3,0,No event,3,44,No event,3,0,No event,3,13,No event,3,0,No event,3,21,No event,3,89,No event,3,35,No event,3,21,No event,3,0,No event,3,19,No event,3,0,No event,3,8,No event,3,40,No event,3,0,No event,3
d_1054,0,No event,4,0,No event,4,56,No event,4,0,No event,4,59,No event,4,0,No event,4,66,No event,4,100,No event,4,31,No event,4,22,No event,4,0,No event,4,28,No event,4,0,No event,4,15,No event,4,40,No event,4,0,No event,4
d_1055,0,No event,5,0,No event,5,74,No event,5,0,No event,5,44,No event,5,0,No event,5,60,No event,5,101,No event,5,43,No event,5,17,No event,5,0,No event,5,27,No event,5,0,No event,5,15,No event,5,54,No event,5,0,No event,5
d_1056,0,No event,6,0,No event,6,79,No event,6,0,No event,6,47,No event,6,0,No event,6,64,No event,6,117,No event,6,39,No event,6,13,No event,6,0,No event,6,18,No event,6,0,No event,6,8,No event,6,49,No event,6,0,No event,6
d_1057,0,No event,7,0,No event,7,54,No event,7,0,No event,7,40,No event,7,0,No event,7,58,No event,7,142,No event,7,29,No event,7,16,No event,7,0,No event,7,18,No event,7,0,No event,7,30,No event,7,45,No event,7,0,No event,7
d_1058,0,No event,1,0,No event,1,50,No event,1,0,No event,1,54,No event,1,0,No event,1,97,No event,1,174,No event,1,30,No event,1,23,No event,1,0,No event,1,38,No event,1,0,No event,1,18,No event,1,76,No event,1,0,No event,1
d_1059,0,No event,2,0,No event,2,56,No event,2,0,No event,2,69,No event,2,0,No event,2,79,No event,2,112,No event,2,35,No event,2,14,No event,2,0,No event,2,47,No event,2,0,No event,2,41,No event,2,55,No event,2,0,No event,2
d_1060,0,No event,3,0,No event,3,66,No event,3,0,No event,3,50,No event,3,0,No event,3,85,No event,3,118,No event,3,37,No event,3,19,No event,3,0,No event,3,32,No event,3,0,No event,3,35,No event,3,53,No event,3,0,No event,3
d_1061,0,Before event,4,0,Before event,4,69,Before event,4,0,Before event,4,17,Before event,4,0,Before event,4,63,Before event,4,175,Before event,4,25,Before event,4,12,Before event,4,0,Before event,4,24,Before event,4,0,Before event,4,24,Before event,4,98,Before event,4,0,Before event,4
d_1062,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,3,Christmas,5,0,Christmas,5,2,Christmas,5,5,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5,0,Christmas,5
d_1063,94,After event,6,0,After event,6,50,After event,6,207,After event,6,29,After event,6,0,After event,6,52,After event,6,108,After event,6,57,After event,6,19,After event,6,125,After event,6,19,After event,6,0,After event,6,34,After event,6,48,After event,6,0,After event,6
d_1064,75,No event,7,0,No event,7,42,No event,7,130,No event,7,52,No event,7,0,No event,7,62,No event,7,89,No event,7,26,No event,7,23,No event,7,306,No event,7,13,No event,7,0,No event,7,20,No event,7,39,No event,7,0,No event,7
d_1065,76,No event,1,0,No event,1,58,No event,1,197,No event,1,63,No event,1,0,No event,1,45,No event,1,107,No event,1,24,No event,1,31,No event,1,0,No event,1,27,No event,1,0,No event,1,25,No event,1,48,No event,1,0,No event,1
d_1066,122,No event,2,0,No event,2,70,No event,2,142,No event,2,39,No event,2,0,No event,2,33,No event,2,109,No event,2,105,No event,2,28,No event,2,0,No event,2,27,No event,2,0,No event,2,21,No event,2,52,No event,2,0,No event,2
d_1067,136,No event,3,0,No event,3,48,No event,3,172,No event,3,24,No event,3,0,No event,3,40,No event,3,71,No event,3,96,No event,3,38,No event,3,122,No event,3,18,No event,3,0,No event,3,21,No event,3,49,No event,3,0,No event,3
d_1068,221,Before event,4,0,Before event,4,37,Before event,4,249,Before event,4,30,Before event,4,0,Before event,4,41,Before event,4,102,Before event,4,85,Before event,4,34,Before event,4,292,Before event,4,15,Before event,4,0,Before event,4,30,Before event,4,46,Before event,4,0,Before event,4
d_1069,71,NewYear,5,0,NewYear,5,39,NewYear,5,118,NewYear,5,47,NewYear,5,0,NewYear,5,40,NewYear,5,101,NewYear,5,76,NewYear,5,38,NewYear,5,50,NewYear,5,14,NewYear,5,0,NewYear,5,19,NewYear,5,26,NewYear,5,0,NewYear,5
d_1070,62,After event,6,0,After event,6,36,After event,6,76,After event,6,32,After event,6,0,After event,6,47,After event,6,70,After event,6,29,After event,6,41,After event,6,85,After event,6,22,After event,6,0,After event,6,21,After event,6,38,After event,6,0,After event,6
d_1071,74,No event,7,0,No event,7,45,No event,7,88,No event,7,40,No event,7,0,No event,7,35,No event,7,79,No event,7,42,No event,7,72,No event,7,56,No event,7,19,No event,7,0,No event,7,25,No event,7,44,No event,7,0,No event,7
d_1072,103,No event,1,0,No event,1,60,No event,1,131,No event,1,52,No event,1,0,No event,1,53,No event,1,71,No event,1,46,No event,1,72,No event,1,105,No event,1,25,No event,1,0,No event,1,23,No event,1,59,No event,1,0,No event,1
d_1073,97,No event,2,43,No event,2,41,No event,2,122,No event,2,52,No event,2,65,No event,2,42,No event,2,109,No event,2,67,No event,2,58,No event,2,74,No event,2,14,No event,2,37,No event,2,26,No event,2,33,No event,2,0,No event,2
d_1074,48,Before event,3,32,Before event,3,30,Before event,3,73,Before event,3,34,Before event,3,48,Before event,3,31,Before event,3,67,Before event,3,14,Before event,3,66,Before event,3,65,Before event,3,20,Before event,3,49,Before event,3,25,Before event,3,39,Before event,3,0,Before event,3
d_1075,63,OrthodoxChristmas,4,35,OrthodoxChristmas,4,46,OrthodoxChristmas,4,55,OrthodoxChristmas,4,37,OrthodoxChristmas,4,69,OrthodoxChristmas,4,28,OrthodoxChristmas,4,68,OrthodoxChristmas,4,50,OrthodoxChristmas,4,52,OrthodoxChristmas,4,56,OrthodoxChristmas,4,10,OrthodoxChristmas,4,35,OrthodoxChristmas,4,25,OrthodoxChristmas,4,29,OrthodoxChristmas,4,0,OrthodoxChristmas,4
d_1076,14,After event,5,9,After event,5,18,After event,5,81,After event,5,29,After event,5,39,After event,5,32,After event,5,68,After event,5,31,After event,5,56,After event,5,103,After event,5,8,After event,5,44,After event,5,11,After event,5,41,After event,5,0,After event,5
d_1077,0,No event,6,0,No event,6,37,No event,6,64,No event,6,51,No event,6,57,No event,6,36,No event,6,71,No event,6,26,No event,6,42,No event,6,62,No event,6,20,No event,6,29,No event,6,28,No event,6,36,No event,6,0,No event,6
d_1078,0,No event,7,0,No event,7,40,No event,7,10,No event,7,39,No event,7,7,No event,7,46,No event,7,74,No event,7,34,No event,7,35,No event,7,4,No event,7,17,No event,7,7,No event,7,16,No event,7,36,No event,7,0,No event,7
d_1079,136,No event,1,14,No event,1,67,No event,1,115,No event,1,88,No event,1,46,No event,1,55,No event,1,119,No event,1,48,No event,1,46,No event,1,132,No event,1,34,No event,1,17,No event,1,31,No event,1,56,No event,1,0,No event,1
d_1080,105,No event,2,13,No event,2,46,No event,2,108,No event,2,51,No event,2,26,No event,2,64,No event,2,98,No event,2,45,No event,2,72,No event,2,90,No event,2,36,No event,2,12,No event,2,42,No event,2,47,No event,2,0,No event,2
d_1081,39,No event,3,8,No event,3,28,No event,3,81,No event,3,45,No event,3,15,No event,3,44,No event,3,78,No event,3,43,No event,3,16,No event,3,75,No event,3,13,No event,3,20,No event,3,22,No event,3,39,No event,3,0,No event,3
d_1082,54,No event,4,7,No event,4,37,No event,4,55,No event,4,28,No event,4,12,No event,4,34,No event,4,62,No event,4,34,No event,4,40,No event,4,75,No event,4,34,No event,4,6,No event,4,23,No event,4,29,No event,4,0,No event,4
d_1083,34,No event,5,9,No event,5,28,No event,5,67,No event,5,34,No event,5,5,No event,5,30,No event,5,55,No event,5,38,No event,5,46,No event,5,46,No event,5,15,No event,5,6,No event,5,15,No event,5,50,No event,5,0,No event,5
d_1084,52,No event,6,22,No event,6,47,No event,6,58,No event,6,27,No event,6,11,No event,6,32,No event,6,79,No event,6,35,No event,6,19,No event,6,64,No event,6,20,No event,6,4,No event,6,8,No event,6,47,No event,6,0,No event,6
d_1085,67,No event,7,15,No event,7,45,No event,7,61,No event,7,43,No event,7,17,No event,7,39,No event,7,93,No event,7,33,No event,7,24,No event,7,66,No event,7,22,No event,7,8,No event,7,30,No event,7,50,No event,7,0,No event,7
d_1086,75,No event,1,34,No event,1,20,No event,1,78,No event,1,31,No event,1,19,No event,1,51,No event,1,104,No event,1,36,No event,1,46,No event,1,97,No event,1,27,No event,1,8,No event,1,43,No event,1,70,No event,1,0,No event,1
d_1087,99,Before event,2,37,Before event,2,43,Before event,2,120,Before event,2,49,Before event,2,16,Before event,2,32,Before event,2,98,Before event,2,49,Before event,2,38,Before event,2,73,Before event,2,29,Before event,2,12,Before event,2,36,Before event,2,61,Before event,2,0,Before event,2
d_1088,54,MartinLutherKingDay,3,0,MartinLutherKingDay,3,38,MartinLutherKingDay,3,73,MartinLutherKingDay,3,45,MartinLutherKingDay,3,0,MartinLutherKingDay,3,39,MartinLutherKingDay,3,52,MartinLutherKingDay,3,35,MartinLutherKingDay,3,26,MartinLutherKingDay,3,56,MartinLutherKingDay,3,37,MartinLutherKingDay,3,0,MartinLutherKingDay,3,30,MartinLutherKingDay,3,68,MartinLutherKingDay,3,0,MartinLutherKingDay,3
d_1089,53,After event,4,0,After event,4,29,After event,4,36,After event,4,36,After event,4,0,After event,4,26,After event,4,51,After event,4,22,After event,4,48,After event,4,48,After event,4,16,After event,4,0,After event,4,28,After event,4,46,After event,4,0,After event,4
d_1090,31,No event,5,0,No event,5,23,No event,5,58,No event,5,30,No event,5,0,No event,5,30,No event,5,51,No event,5,28,No event,5,16,No event,5,67,No event,5,17,No event,5,0,No event,5,20,No event,5,49,No event,5,0,No event,5
d_1091,44,No event,6,0,No event,6,33,No event,6,81,No event,6,27,No event,6,0,No event,6,30,No event,6,53,No event,6,29,No event,6,31,No event,6,47,No event,6,17,No event,6,0,No event,6,17,No event,6,31,No event,6,0,No event,6
d_1092,100,No event,7,0,No event,7,21,No event,7,60,No event,7,32,No event,7,0,No event,7,41,No event,7,60,No event,7,32,No event,7,35,No event,7,62,No event,7,25,No event,7,0,No event,7,17,No event,7,48,No event,7,0,No event,7
d_1093,46,No event,1,0,No event,1,44,No event,1,93,No event,1,36,No event,1,0,No event,1,55,No event,1,75,No event,1,13,No event,1,16,No event,1,119,No event,1,31,No event,1,0,No event,1,46,No event,1,73,No event,1,0,No event,1
d_1094,62,No event,2,0,No event,2,51,No event,2,98,No event,2,24,No event,2,0,No event,2,37,No event,2,90,No event,2,51,No event,2,38,No event,2,64,No event,2,28,No event,2,0,No event,2,23,No event,2,66,No event,2,0,No event,2
d_1095,56,No event,3,0,No event,3,20,No event,3,91,No event,3,30,No event,3,0,No event,3,29,No event,3,58,No event,3,56,No event,3,57,No event,3,87,No event,3,25,No event,3,0,No event,3,17,No event,3,44,No event,3,33,No event,3
d_1096,41,No event,4,0,No event,4,26,No event,4,45,No event,4,21,No event,4,0,No event,4,12,No event,4,48,No event,4,32,No event,4,22,No event,4,39,No event,4,11,No event,4,0,No event,4,12,No event,4,24,No event,4,19,No event,4
d_1097,39,No event,5,0,No event,5,24,No event,5,49,No event,5,21,No event,5,0,No event,5,24,No event,5,40,No event,5,26,No event,5,15,No event,5,37,No event,5,17,No event,5,0,No event,5,19,No event,5,40,No event,5,12,No event,5
d_1098,37,No event,6,0,No event,6,30,No event,6,54,No event,6,27,No event,6,0,No event,6,36,No event,6,71,No event,6,43,No event,6,21,No event,6,46,No event,6,11,No event,6,0,No event,6,24,No event,6,41,No event,6,10,No event,6
d_1099,75,No event,7,0,No event,7,42,No event,7,94,No event,7,34,No event,7,0,No event,7,27,No event,7,69,No event,7,24,No event,7,26,No event,7,67,No event,7,32,No event,7,0,No event,7,20,No event,7,58,No event,7,13,No event,7
d_1100,119,Before event,1,0,Before event,1,53,Before event,1,147,Before event,1,65,Before event,1,0,Before event,1,56,Before event,1,115,Before event,1,54,Before event,1,49,Before event,1,84,Before event,1,49,Before event,1,0,Before event,1,47,Before event,1,74,Before event,1,23,Before event,1
d_1101,81,SuperBowl,2,0,SuperBowl,2,55,SuperBowl,2,119,SuperBowl,2,42,SuperBowl,2,0,SuperBowl,2,39,SuperBowl,2,79,SuperBowl,2,40,SuperBowl,2,32,SuperBowl,2,127,SuperBowl,2,19,SuperBowl,2,0,SuperBowl,2,39,SuperBowl,2,48,SuperBowl,2,16,SuperBowl,2
d_1102,35,After event,3,8,After event,3,49,After event,3,35,After event,3,38,After event,3,6,After event,3,40,After event,3,63,After event,3,35,After event,3,35,After event,3,86,After event,3,28,After event,3,41,After event,3,19,After event,3,61,After event,3,30,After event,3
d_1103,38,No event,4,9,No event,4,30,No event,4,53,No event,4,24,No event,4,10,No event,4,22,No event,4,51,No event,4,49,No event,4,22,No event,4,50,No event,4,27,No event,4,23,No event,4,11,No event,4,51,No event,4,20,No event,4
d_1104,32,No event,5,2,No event,5,24,No event,5,47,No event,5,30,No event,5,6,No event,5,32,No event,5,79,No event,5,50,No event,5,37,No event,5,61,No event,5,31,No event,5,15,No event,5,16,No event,5,42,No event,5,20,No event,5
d_1105,71,No event,6,5,No event,6,28,No event,6,52,No event,6,31,No event,6,7,No event,6,32,No event,6,75,No event,6,38,No event,6,12,No event,6,64,No event,6,16,No event,6,12,No event,6,29,No event,6,52,No event,6,15,No event,6
d_1106,0,No event,7,5,No event,7,39,No event,7,0,No event,7,37,No event,7,12,No event,7,36,No event,7,76,No event,7,35,No event,7,34,No event,7,0,No event,7,22,No event,7,2,No event,7,19,No event,7,55,No event,7,26,No event,7
d_1107,0,No event,1,6,No event,1,37,No event,1,0,No event,1,60,No event,1,14,No event,1,57,No event,1,115,No event,1,33,No event,1,23,No event,1,0,No event,1,38,No event,1,9,No event,1,33,No event,1,71,No event,1,25,No event,1
d_1108,0,No event,2,9,No event,2,73,No event,2,0,No event,2,42,No event,2,15,No event,2,67,No event,2,127,No event,2,58,No event,2,28,No event,2,0,No event,2,41,No event,2,7,No event,2,50,No event,2,69,No event,2,31,No event,2
d_1109,0,No event,3,14,No event,3,52,No event,3,0,No event,3,27,No event,3,12,No event,3,39,No event,3,77,No event,3,31,No event,3,14,No event,3,0,No event,3,22,No event,3,5,No event,3,17,No event,3,46,No event,3,23,No event,3
d_1110,0,No event,4,8,No event,4,37,No event,4,0,No event,4,32,No event,4,4,No event,4,56,No event,4,65,No event,4,33,No event,4,31,No event,4,0,No event,4,23,No event,4,8,No event,4,23,No event,4,44,No event,4,27,No event,4
d_1111,0,No event,5,5,No event,5,49,No event,5,0,No event,5,39,No event,5,5,No event,5,61,No event,5,98,No event,5,40,No event,5,20,No event,5,0,No event,5,25,No event,5,7,No event,5,32,No event,5,49,No event,5,25,No event,5
d_1112,0,Before event,6,5,Before event,6,65,Before event,6,0,Before event,6,60,Before event,6,8,Before event,6,80,Before event,6,127,Before event,6,31,Before event,6,10,Before event,6,0,Before event,6,32,Before event,6,11,Before event,6,34,Before event,6,60,Before event,6,24,Before event,6
d_1113,0,ValentinesDay,7,8,ValentinesDay,7,68,ValentinesDay,7,0,ValentinesDay,7,88,ValentinesDay,7,10,ValentinesDay,7,71,ValentinesDay,7,112,ValentinesDay,7,35,ValentinesDay,7,20,ValentinesDay,7,0,ValentinesDay,7,43,ValentinesDay,7,12,ValentinesDay,7,33,ValentinesDay,7,58,ValentinesDay,7,11,ValentinesDay,7
d_1114,0,After event,1,7,After event,1,61,After event,1,0,After event,1,88,After event,1,15,After event,1,88,After event,1,132,After event,1,38,After event,1,19,After event,1,0,After event,1,69,After event,1,17,After event,1,40,After event,1,83,After event,1,24,After event,1
d_1115,0,Before event,2,6,Before event,2,61,Before event,2,0,Before event,2,76,Before event,2,8,Before event,2,72,Before event,2,130,Before event,2,56,Before event,2,39,Before event,2,0,Before event,2,46,Before event,2,19,Before event,2,31,Before event,2,82,Before event,2,19,Before event,2
d_1116,0,PresidentsDay,3,3,PresidentsDay,3,46,PresidentsDay,3,0,PresidentsDay,3,61,PresidentsDay,3,9,PresidentsDay,3,70,PresidentsDay,3,105,PresidentsDay,3,53,PresidentsDay,3,18,PresidentsDay,3,0,PresidentsDay,3,32,PresidentsDay,3,1,PresidentsDay,3,21,PresidentsDay,3,69,PresidentsDay,3,27,PresidentsDay,3
d_1117,0,After event,4,1,After event,4,44,After event,4,0,After event,4,42,After event,4,2,After event,4,52,After event,4,65,After event,4,46,After event,4,10,After event,4,0,After event,4,26,After event,4,6,After event,4,22,After event,4,47,After event,4,23,After event,4
d_1118,0,No event,5,0,No event,5,34,No event,5,0,No event,5,45,No event,5,2,No event,5,55,No event,5,88,No event,5,19,No event,5,35,No event,5,0,No event,5,25,No event,5,17,No event,5,23,No event,5,52,No event,5,30,No event,5
d_1119,0,No event,6,3,No event,6,49,No event,6,0,No event,6,50,No event,6,8,No event,6,44,No event,6,87,No event,6,31,No event,6,16,No event,6,0,No event,6,40,No event,6,1,No event,6,20,No event,6,43,No event,6,17,No event,6
d_1120,0,No event,7,4,No event,7,41,No event,7,0,No event,7,66,No event,7,2,No event,7,59,No event,7,93,No event,7,38,No event,7,27,No event,7,0,No event,7,39,No event,7,7,No event,7,23,No event,7,59,No event,7,26,No event,7
d_1121,0,No event,1,15,No event,1,37,No event,1,0,No event,1,66,No event,1,4,No event,1,59,No event,1,108,No event,1,46,No event,1,22,No event,1,0,No event,1,65,No event,1,13,No event,1,32,No event,1,68,No event,1,18,No event,1
d_1122,0,No event,2,11,No event,2,73,No event,2,0,No event,2,83,No event,2,16,No event,2,71,No event,2,133,No event,2,57,No event,2,38,No event,2,0,No event,2,56,No event,2,4,No event,2,35,No event,2,58,No event,2,17,No event,2
d_1123,0,No event,3,3,No event,3,33,No event,3,0,No event,3,48,No event,3,4,No event,3,36,No event,3,80,No event,3,36,No event,3,24,No event,3,0,No event,3,38,No event,3,5,No event,3,20,No event,3,46,No event,3,19,No event,3
d_1124,0,No event,4,3,No event,4,40,No event,4,0,No event,4,47,No event,4,3,No event,4,45,No event,4,77,No event,4,27,No event,4,31,No event,4,0,No event,4,34,No event,4,4,No event,4,28,No event,4,63,No event,4,12,No event,4
